Pressione, Can A in funzione di Posizione, Can 1 e 2, Raccolta #3
Posizione, Can 1 e 2 ( m )	Pressione, Can A ( kPa )
0,003563	0,932
0,003563	0,927
0,003563	0,927
0,003563	0,927
0,003625	0,927
0,003625	0,927
0,003625	0,932
0,003625	0,927
0,003625	0,927
0,003625	0,927
0,003625	0,932
0,003625	0,927
0,003625	0,932
0,003625	0,927
0,003625	0,932
0,003625	0,922
0,003625	0,932
0,003625	0,927
0,003625	0,932
0,003625	0,927
0,003625	0,932
0,003687	0,927
0,003687	0,932
0,003687	0,932
0,003687	0,932
0,003687	0,932
0,003687	0,932
0,003687	0,932
0,003687	0,932
0,003687	0,932
0,003687	0,932
0,003687	0,927
0,003687	0,932
0,003687	0,927
0,003687	0,932
0,003687	0,927
0,003687	0,932
0,003750	0,927
0,003750	0,932
0,003750	0,932
0,003750	0,932
0,003750	0,927
0,003750	0,932
0,003750	0,927
0,003750	0,932
0,003750	0,932
0,003750	0,932
0,003750	0,927
0,003750	0,932
0,003750	0,927
0,003750	0,932
0,003750	0,927
0,003750	0,922
0,003813	0,922
0,003813	0,932
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003813	0,922
0,003875	0,922
0,003875	0,922
0,003875	0,922
0,003875	0,927
0,003875	0,927
0,003875	0,922
0,003875	0,922
0,003875	0,932
0,003875	0,927
0,003875	0,932
0,003875	0,927
0,003875	0,927
0,003875	0,927
0,003875	0,932
0,003875	0,927
0,003875	0,932
0,003875	0,927
0,003875	0,932
0,003875	0,932
0,003875	0,932
0,003875	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,927
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,003938	0,932
0,004000	0,932
0,004000	0,932
0,004000	0,932
0,004000	0,932
0,004000	0,932
0,004000	0,927
0,004000	0,932
0,004000	0,932
0,004000	0,932
0,004000	0,932
0,004000	0,932
0,004000	0,932
0,004000	0,932
0,004000	0,927
0,004000	0,932
0,004000	0,932
0,004000	0,937
0,004000	0,932
0,004000	0,932
0,004000	0,927
0,004062	0,932
0,004062	0,927
0,004062	0,932
0,004062	0,932
0,004062	0,932
0,004062	0,927
0,004062	0,932
0,004062	0,927
0,004062	0,932
0,004062	0,932
0,004062	0,932
0,004062	0,927
0,004062	0,932
0,004062	0,927
0,004062	0,932
0,004062	0,927
0,004062	0,932
0,004125	0,927
0,004125	0,932
0,004125	0,927
0,004125	0,932
0,004125	0,927
0,004125	0,932
0,004125	0,927
0,004125	0,932
0,004125	0,927
0,004125	0,927
0,004125	0,927
0,004125	0,932
0,004125	0,927
0,004125	0,932
0,004125	0,927
0,004125	0,932
0,004125	0,932
0,004125	0,932
0,004125	0,932
0,004125	0,932
0,004125	0,932
0,004125	0,932
0,004125	0,932
0,004187	0,937
0,004187	0,932
0,004187	0,932
0,004187	0,932
0,004187	0,932
0,004187	0,932
0,004187	0,937
0,004187	0,932
0,004187	0,932
0,004187	0,932
0,004187	0,937
0,004187	0,932
0,004187	0,932
0,004187	0,932
0,004187	0,937
0,004187	0,932
0,004187	0,932
0,004187	0,932
0,004187	0,932
0,004187	0,937
0,004187	0,937
0,004187	0,932
0,004187	0,932
0,004187	0,937
0,004250	0,932
0,004250	0,937
0,004250	0,937
0,004250	0,932
0,004250	0,937
0,004250	0,937
0,004250	0,942
0,004250	0,932
0,004250	0,937
0,004250	0,932
0,004250	0,937
0,004250	0,937
0,004250	0,937
0,004250	0,937
0,004250	0,937
0,004250	0,937
0,004250	0,937
0,004250	0,937
0,004250	0,937
0,004250	0,937
0,004250	0,937
0,004250	0,932
0,004312	0,932
0,004312	0,927
0,004312	0,932
0,004312	0,927
0,004312	0,932
0,004312	0,927
0,004312	0,932
0,004312	0,927
0,004312	0,932
0,004312	0,927
0,004312	0,932
0,004312	0,927
0,004312	0,932
0,004312	0,927
0,004312	0,927
0,004312	0,927
0,004312	0,932
0,004312	0,927
0,004312	0,932
0,004375	0,927
0,004375	0,932
0,004375	0,927
0,004375	0,932
0,004375	0,927
0,004375	0,932
0,004375	0,927
0,004375	0,932
0,004375	0,932
0,004375	0,932
0,004375	0,927
0,004375	0,932
0,004375	0,932
0,004375	0,937
0,004375	0,932
0,004375	0,932
0,004375	0,932
0,004375	0,932
0,004375	0,937
0,004375	0,937
0,004375	0,937
0,004375	0,937
0,004375	0,932
0,004375	0,937
0,004375	0,932
0,004375	0,937
0,004375	0,937
0,004375	0,937
0,004375	0,937
0,004375	0,942
0,004375	0,937
0,004375	0,942
0,004375	0,937
0,004375	0,942
0,004437	0,937
0,004437	0,937
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,937
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,937
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004437	0,942
0,004500	0,942
0,004500	0,942
0,004500	0,942
0,004500	0,942
0,004500	0,937
0,004500	0,937
0,004500	0,942
0,004500	0,942
0,004500	0,937
0,004500	0,937
0,004500	0,937
0,004500	0,937
0,004500	0,937
0,004500	0,932
0,004500	0,932
0,004500	0,932
0,004500	0,932
0,004500	0,932
0,004500	0,932
0,004500	0,932
0,004500	0,932
0,004500	0,932
0,004500	0,932
0,004562	0,932
0,004562	0,927
0,004562	0,932
0,004562	0,927
0,004562	0,932
0,004562	0,927
0,004562	0,927
0,004562	0,922
0,004562	0,927
0,004562	0,922
0,004562	0,922
0,004562	0,927
0,004562	0,932
0,004562	0,927
0,004562	0,932
0,004562	0,922
0,004562	0,932
0,004562	0,927
0,004562	0,932
0,004562	0,927
0,004562	0,932
0,004562	0,927
0,004562	0,932
0,004562	0,927
0,004562	0,932
0,004562	0,927
0,004562	0,932
0,004562	0,932
0,004562	0,932
0,004562	0,932
0,004562	0,932
0,004562	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,932
0,004625	0,937
0,004625	0,937
0,004625	0,932
0,004625	0,932
0,004625	0,937
0,004625	0,937
0,004625	0,937
0,004625	0,937
0,004625	0,937
0,004625	0,937
0,004625	0,937
0,004625	0,937
0,004625	0,937
0,004625	0,937
0,004625	0,942
0,004625	0,937
0,004625	0,937
0,004625	0,942
0,004625	0,942
0,004625	0,937
0,004687	0,942
0,004687	0,937
0,004687	0,942
0,004687	0,942
0,004687	0,942
0,004687	0,942
0,004687	0,942
0,004687	0,937
0,004687	0,942
0,004687	0,942
0,004687	0,942
0,004687	0,942
0,004687	0,942
0,004687	0,942
0,004687	0,947
0,004687	0,942
0,004687	0,947
0,004687	0,942
0,004687	0,947
0,004687	0,947
0,004687	0,947
0,004687	0,952
0,004687	0,947
0,004687	0,952
0,004687	0,947
0,004687	0,952
0,004687	0,947
0,004687	0,952
0,004687	0,947
0,004687	0,952
0,004687	0,947
0,004687	0,952
0,004687	0,947
0,004687	0,952
0,004687	0,947
0,004687	0,952
0,004687	0,952
0,004687	0,952
0,004687	0,947
0,004687	0,952
0,004750	0,947
0,004750	0,952
0,004750	0,952
0,004750	0,947
0,004750	0,947
0,004750	0,947
0,004750	0,947
0,004750	0,952
0,004750	0,947
0,004750	0,947
0,004750	0,947
0,004750	0,952
0,004750	0,947
0,004750	0,947
0,004750	0,947
0,004750	0,952
0,004750	0,947
0,004750	0,947
0,004750	0,947
0,004750	0,947
0,004750	0,947
0,004750	0,952
0,004750	0,947
0,004750	0,947
0,004750	0,947
0,004750	0,952
0,004750	0,952
0,004750	0,952
0,004750	0,952
0,004750	0,952
0,004750	0,947
0,004750	0,952
0,004750	0,947
0,004750	0,952
0,004750	0,952
0,004750	0,952
0,004750	0,952
0,004750	0,952
0,004812	0,947
0,004812	0,952
0,004812	0,952
0,004812	0,952
0,004812	0,947
0,004812	0,952
0,004812	0,947
0,004812	0,952
0,004812	0,947
0,004812	0,952
0,004812	0,947
0,004812	0,952
0,004812	0,947
0,004812	0,942
0,004812	0,947
0,004812	0,947
0,004812	0,947
0,004812	0,942
0,004812	0,947
0,004812	0,942
0,004812	0,942
0,004812	0,942
0,004812	0,942
0,004812	0,942
0,004812	0,942
0,004812	0,942
0,004812	0,942
0,004875	0,942
0,004875	0,942
0,004875	0,942
0,004875	0,942
0,004875	0,937
0,004875	0,942
0,004875	0,942
0,004875	0,942
0,004875	0,937
0,004875	0,937
0,004875	0,932
0,004875	0,937
0,004875	0,937
0,004875	0,937
0,004875	0,937
0,004875	0,937
0,004875	0,937
0,004875	0,932
0,004875	0,932
0,004875	0,937
0,004875	0,932
0,004875	0,932
0,004875	0,932
0,004875	0,937
0,004875	0,932
0,004875	0,937
0,004875	0,937
0,004875	0,937
0,004875	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,932
0,004937	0,932
0,004937	0,932
0,004937	0,932
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,942
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,932
0,004937	0,937
0,004937	0,932
0,004937	0,937
0,004937	0,937
0,004937	0,937
0,004937	0,932
0,004937	0,932
0,004937	0,937
0,005000	0,937
0,005000	0,937
0,005000	0,937
0,005000	0,932
0,005000	0,932
0,005000	0,932
0,005000	0,932
0,005000	0,932
0,005000	0,937
0,005000	0,932
0,005000	0,932
0,005000	0,932
0,005000	0,937
0,005000	0,932
0,005000	0,937
0,005000	0,932
0,005000	0,937
0,005000	0,937
0,005000	0,932
0,005000	0,932
0,005000	0,932
0,005000	0,937
0,005000	0,937
0,005000	0,932
0,005000	0,932
0,005000	0,932
0,005000	0,932
0,005000	0,932
0,005000	0,937
0,005000	0,932
0,005000	0,937
0,005000	0,932
0,005000	0,932
0,005000	0,932
0,005063	0,937
0,005063	0,937
0,005063	0,932
0,005063	0,932
0,005063	0,937
0,005063	0,932
0,005063	0,937
0,005063	0,932
0,005063	0,932
0,005063	0,932
0,005063	0,937
0,005063	0,937
0,005063	0,937
0,005063	0,932
0,005063	0,937
0,005063	0,937
0,005063	0,937
0,005063	0,932
0,005063	0,937
0,005063	0,932
0,005063	0,937
0,005063	0,932
0,005063	0,937
0,005063	0,932
0,005063	0,932
0,005063	0,932
0,005063	0,937
0,005063	0,932
0,005063	0,932
0,005063	0,932
0,005063	0,932
0,005063	0,932
0,005063	0,932
0,005063	0,932
0,005063	0,932
0,005063	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,937
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,937
0,005125	0,932
0,005125	0,932
0,005125	0,932
0,005125	0,937
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,937
0,005187	0,937
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,937
0,005187	0,937
0,005187	0,937
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,937
0,005187	0,932
0,005187	0,937
0,005187	0,932
0,005187	0,932
0,005187	0,937
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,937
0,005187	0,937
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005187	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,937
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,937
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005250	0,932
0,005312	0,932
0,005312	0,927
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,937
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,937
0,005312	0,932
0,005312	0,937
0,005312	0,932
0,005312	0,937
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,937
0,005312	0,932
0,005312	0,937
0,005312	0,932
0,005312	0,937
0,005312	0,932
0,005312	0,932
0,005312	0,937
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005312	0,932
0,005375	0,932
0,005375	0,937
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,937
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005375	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,927
0,005437	0,932
0,005437	0,932
0,005437	0,932
0,005437	0,927
0,005437	0,932
0,005437	0,927
0,005437	0,932
0,005437	0,927
0,005437	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,932
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,927
0,005500	0,927
0,005500	0,927
0,005500	0,932
0,005500	0,932
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,927
0,005500	0,932
0,005500	0,932
0,005500	0,932
0,005562	0,927
0,005562	0,932
0,005562	0,927
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,927
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,927
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,927
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,927
0,005562	0,932
0,005562	0,927
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,927
0,005562	0,932
0,005562	0,927
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,932
0,005562	0,927
0,005562	0,932
0,005562	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,927
0,005625	0,927
0,005625	0,927
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,927
0,005625	0,927
0,005625	0,927
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,932
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005625	0,927
0,005625	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,927
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,932
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,927
0,005687	0,932
0,005687	0,922
0,005687	0,932
0,005687	0,927
0,005687	0,927
0,005687	0,922
0,005687	0,927
0,005687	0,927
0,005687	0,927
0,005687	0,927
0,005687	0,932
0,005687	0,922
0,005687	0,927
0,005687	0,927
0,005687	0,932
0,005687	0,922
0,005687	0,922
0,005687	0,922
0,005687	0,927
0,005687	0,922
0,005687	0,927
0,005750	0,922
0,005750	0,927
0,005750	0,922
0,005750	0,932
0,005750	0,927
0,005750	0,932
0,005750	0,922
0,005750	0,922
0,005750	0,927
0,005750	0,922
0,005750	0,927
0,005750	0,927
0,005750	0,927
0,005750	0,932
0,005750	0,927
0,005750	0,927
0,005750	0,922
0,005750	0,927
0,005750	0,927
0,005750	0,932
0,005750	0,927
0,005750	0,922
0,005750	0,922
0,005750	0,927
0,005750	0,922
0,005750	0,932
0,005750	0,927
0,005750	0,922
0,005750	0,922
0,005750	0,927
0,005750	0,927
0,005750	0,932
0,005750	0,922
0,005750	0,927
0,005750	0,922
0,005750	0,927
0,005750	0,922
0,005750	0,932
0,005750	0,927
0,005750	0,927
0,005750	0,922
0,005750	0,927
0,005750	0,922
0,005750	0,927
0,005750	0,927
0,005750	0,932
0,005750	0,922
0,005750	0,922
0,005750	0,922
0,005750	0,932
0,005750	0,927
0,005750	0,927
0,005750	0,922
0,005750	0,922
0,005750	0,922
0,005750	0,932
0,005750	0,922
0,005750	0,927
0,005750	0,922
0,005750	0,922
0,005750	0,922
0,005750	0,932
0,005750	0,927
0,005750	0,932
0,005750	0,927
0,005750	0,927
0,005750	0,922
0,005750	0,922
0,005750	0,927
0,005750	0,927
0,005750	0,927
0,005750	0,922
0,005750	0,922
0,005750	0,922
0,005750	0,922
0,005750	0,922
0,005750	0,922
0,005750	0,922
0,005750	0,922
0,005750	0,927
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,927
0,005812	0,922
0,005812	0,927
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,927
0,005812	0,927
0,005812	0,932
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,927
0,005812	0,927
0,005812	0,927
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,927
0,005812	0,927
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,927
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,927
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,927
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005812	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,927
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,927
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,927
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,927
0,005875	0,927
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,927
0,005875	0,927
0,005875	0,922
0,005875	0,932
0,005875	0,927
0,005875	0,932
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,927
0,005875	0,922
0,005875	0,922
0,005875	0,927
0,005875	0,927
0,005875	0,927
0,005875	0,922
0,005875	0,922
0,005875	0,927
0,005875	0,927
0,005875	0,927
0,005875	0,922
0,005875	0,927
0,005875	0,922
0,005875	0,927
0,005875	0,922
0,005875	0,922
0,005875	0,927
0,005875	0,927
0,005875	0,922
0,005875	0,932
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,927
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005875	0,922
0,005937	0,922
0,005937	0,927
0,005937	0,922
0,005937	0,922
0,005937	0,927
0,005937	0,927
0,005937	0,927
0,005937	0,932
0,005937	0,922
0,005937	0,922
0,005937	0,922
0,005937	0,927
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,927
0,005937	0,922
0,005937	0,932
0,005937	0,922
0,005937	0,927
0,005937	0,927
0,005937	0,927
0,005937	0,922
0,005937	0,922
0,005937	0,927
0,005937	0,927
0,005937	0,927
0,005937	0,927
0,005937	0,927
0,005937	0,927
0,005937	0,927
0,005937	0,927
0,005937	0,922
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,927
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,927
0,005937	0,922
0,005937	0,927
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,932
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,932
0,005937	0,932
0,005937	0,927
0,005937	0,932
0,005937	0,927
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006000	0,932
0,006000	0,932
0,006000	0,927
0,006000	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,932
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,932
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,922
0,006062	0,927
0,006062	0,932
0,006062	0,922
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,927
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,917
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,917
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,922
0,006062	0,917
0,006062	0,922
0,006062	0,917
0,006062	0,917
0,006062	0,917
0,006062	0,922
0,006062	0,917
0,006062	0,917
0,006062	0,917
0,006062	0,917
0,006062	0,917
0,006062	0,913
0,006062	0,917
0,006062	0,917
0,006062	0,913
0,006062	0,913
0,006062	0,917
0,006062	0,917
0,006062	0,913
0,006062	0,917
0,006062	0,913
0,006062	0,913
0,006062	0,913
0,006062	0,917
0,006062	0,917
0,006062	0,913
