Pressione, Can A in funzione di Posizione, Can 1 e 2, Raccolta #3
Posizione, Can 1 e 2 ( m )	Pressione, Can A ( kPa )
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,742
-9,375000E-4	0,737
-9,375000E-4	0,742
-9,375000E-4	0,742
-9,375000E-4	0,742
-9,375000E-4	0,742
-9,375000E-4	0,737
-9,375000E-4	0,737
-9,375000E-4	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,737
-0,001000	0,737
-0,001000	0,737
-0,001000	0,737
-0,001000	0,737
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,746
-0,001000	0,737
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,742
-0,001000	0,746
-0,001000	0,742
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001000	0,742
-0,001000	0,742
-0,001000	0,737
-0,001000	0,742
-0,001062	0,737
-0,001062	0,742
-0,001062	0,737
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,737
-0,001062	0,737
-0,001062	0,737
-0,001062	0,742
-0,001062	0,737
-0,001062	0,737
-0,001062	0,737
-0,001062	0,742
-0,001062	0,737
-0,001062	0,737
-0,001062	0,737
-0,001062	0,742
-0,001062	0,737
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,746
-0,001062	0,746
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,746
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,746
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001062	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,746
-0,001125	0,742
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,746
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,742
-0,001125	0,737
-0,001125	0,737
-0,001125	0,742
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,742
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,742
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,742
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,742
-0,001125	0,737
-0,001125	0,742
-0,001125	0,742
-0,001125	0,737
-0,001125	0,737
-0,001125	0,737
-0,001125	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,737
-0,001187	0,737
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,746
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,746
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,737
-0,001187	0,737
-0,001187	0,737
-0,001187	0,737
-0,001187	0,737
-0,001187	0,737
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,737
-0,001187	0,737
-0,001187	0,737
-0,001187	0,742
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,737
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,746
-0,001187	0,742
-0,001187	0,746
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,746
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,746
-0,001187	0,742
-0,001187	0,746
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,742
-0,001187	0,746
-0,001187	0,742
-0,001187	0,746
-0,001187	0,746
-0,001187	0,742
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,742
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,742
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001187	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,746
-0,001250	0,751
-0,001250	0,751
-0,001250	0,751
-0,001250	0,751
-0,001250	0,756
-0,001250	0,756
-0,001250	0,756
-0,001250	0,761
-0,001250	0,756
-0,001250	0,766
-0,001250	0,766
-0,001250	0,766
-0,001250	0,766
-0,001250	0,776
-0,001250	0,771
-0,001250	0,776
-0,001250	0,776
-0,001250	0,776
-0,001250	0,776
-0,001250	0,786
-0,001250	0,786
-0,001250	0,790
-0,001250	0,790
-0,001250	0,790
-0,001250	0,795
-0,001250	0,800
-0,001250	0,800
-0,001250	0,805
-0,001250	0,805
-0,001250	0,815
-0,001250	0,815
-0,001250	0,815
-0,001250	0,820
-0,001250	0,825
-0,001250	0,825
-0,001250	0,829
-0,001250	0,834
-0,001250	0,834
-0,001250	0,839
-0,001250	0,849
-0,001250	0,849
-0,001250	0,854
-0,001250	0,859
-0,001250	0,864
-0,001250	0,864
-0,001250	0,869
-0,001250	0,873
-0,001250	0,878
-0,001250	0,878
-0,001250	0,883
-0,001250	0,883
-0,001250	0,883
-0,001250	0,883
-0,001250	0,888
-0,001250	0,893
-0,001250	0,893
-0,001250	0,893
-0,001250	0,893
-0,001250	0,893
-0,001187	0,893
-0,001187	0,893
-0,001187	0,893
-0,001187	0,893
-0,001187	0,898
-0,001187	0,898
-0,001187	0,903
-0,001187	0,898
-0,001187	0,898
-0,001187	0,893
-0,001187	0,898
-0,001187	0,898
-0,001125	0,898
-0,001125	0,893
-0,001125	0,893
-0,001125	0,893
-0,001125	0,893
-0,001125	0,893
-0,001125	0,893
-0,001125	0,898
-0,001125	0,898
-0,001125	0,898
-0,001062	0,898
-0,001062	0,898
-0,001062	0,898
-0,001062	0,903
-0,001062	0,903
-0,001062	0,898
-0,001062	0,898
-0,001062	0,898
-0,001062	0,903
-0,001062	0,903
-0,001000	0,903
-0,001000	0,903
-0,001000	0,903
-0,001000	0,903
-0,001000	0,903
-0,001000	0,903
-0,001000	0,908
-0,001000	0,903
-9,375000E-4	0,903
-9,375000E-4	0,903
-9,375000E-4	0,903
-9,375000E-4	0,903
-9,375000E-4	0,908
-9,375000E-4	0,908
-9,375000E-4	0,903
-9,375000E-4	0,903
-9,375000E-4	0,903
-8,750000E-4	0,903
-8,750000E-4	0,903
-8,750000E-4	0,908
-8,750000E-4	0,903
-8,750000E-4	0,903
-8,750000E-4	0,903
-8,750000E-4	0,903
-8,750000E-4	0,903
-8,750000E-4	0,903
-8,125000E-4	0,908
-8,125000E-4	0,913
-8,125000E-4	0,908
-8,125000E-4	0,913
-8,125000E-4	0,908
-8,125000E-4	0,913
-8,125000E-4	0,908
-8,125000E-4	0,913
-8,125000E-4	0,913
-7,500000E-4	0,913
-7,500000E-4	0,908
-7,500000E-4	0,903
-7,500000E-4	0,903
-7,500000E-4	0,908
-7,500000E-4	0,908
-7,500000E-4	0,903
-7,500000E-4	0,908
-6,875000E-4	0,903
-6,875000E-4	0,908
-6,875000E-4	0,903
-6,875000E-4	0,908
-6,875000E-4	0,903
-6,875000E-4	0,908
-6,875000E-4	0,913
-6,875000E-4	0,908
-6,250000E-4	0,913
-6,250000E-4	0,913
-6,250000E-4	0,913
-6,250000E-4	0,913
-6,250000E-4	0,913
-6,250000E-4	0,908
-6,250000E-4	0,913
-6,250000E-4	0,908
-6,250000E-4	0,913
-5,625000E-4	0,908
-5,625000E-4	0,913
-5,625000E-4	0,908
-5,625000E-4	0,908
-5,625000E-4	0,908
-5,625000E-4	0,913
-5,625000E-4	0,913
-5,625000E-4	0,913
-5,625000E-4	0,908
-5,625000E-4	0,908
-5,000000E-4	0,903
-5,000000E-4	0,913
-5,000000E-4	0,917
-5,000000E-4	0,917
-5,000000E-4	0,913
-5,000000E-4	0,908
-5,000000E-4	0,908
-5,000000E-4	0,908
-5,000000E-4	0,908
-4,375000E-4	0,903
-4,375000E-4	0,903
-4,375000E-4	0,913
-4,375000E-4	0,913
-4,375000E-4	0,913
-4,375000E-4	0,908
-4,375000E-4	0,908
-4,375000E-4	0,908
-4,375000E-4	0,913
-4,375000E-4	0,913
-3,750000E-4	0,913
-3,750000E-4	0,908
-3,750000E-4	0,913
-3,750000E-4	0,908
-3,750000E-4	0,913
-3,750000E-4	0,908
-3,125000E-4	0,913
-3,125000E-4	0,908
-3,125000E-4	0,913
-3,125000E-4	0,908
-3,125000E-4	0,908
-3,125000E-4	0,908
-3,125000E-4	0,903
-2,500000E-4	0,908
-2,500000E-4	0,913
-2,500000E-4	0,908
-2,500000E-4	0,913
-2,500000E-4	0,908
-2,500000E-4	0,903
-2,500000E-4	0,908
-2,500000E-4	0,903
-1,875000E-4	0,908
-1,875000E-4	0,903
-1,875000E-4	0,908
-1,875000E-4	0,903
-1,875000E-4	0,908
-1,875000E-4	0,913
-1,250000E-4	0,908
-1,250000E-4	0,913
-1,250000E-4	0,913
-1,250000E-4	0,913
-1,250000E-4	0,913
-1,250000E-4	0,913
-1,250000E-4	0,908
-1,250000E-4	0,913
-1,250000E-4	0,908
-6,250000E-5	0,913
-6,250000E-5	0,908
-6,250000E-5	0,913
-6,250000E-5	0,908
-6,250000E-5	0,908
-6,250000E-5	0,908
-6,250000E-5	0,908
-6,250000E-5	0,913
0,000000	0,913
0,000000	0,908
0,000000	0,908
0,000000	0,903
0,000000	0,913
0,000000	0,908
6,250000E-5	0,913
6,250000E-5	0,908
6,250000E-5	0,903
6,250000E-5	0,908
6,250000E-5	0,913
6,250000E-5	0,908
6,250000E-5	0,913
1,250000E-4	0,913
1,250000E-4	0,917
1,250000E-4	0,917
1,250000E-4	0,913
1,250000E-4	0,917
1,250000E-4	0,917
1,250000E-4	0,917
1,250000E-4	0,913
1,250000E-4	0,908
1,875000E-4	0,903
1,875000E-4	0,908
1,875000E-4	0,908
1,875000E-4	0,908
2,500000E-4	0,903
2,500000E-4	0,903
2,500000E-4	0,913
2,500000E-4	0,903
2,500000E-4	0,903
2,500000E-4	0,903
2,500000E-4	0,908
2,500000E-4	0,903
3,125000E-4	0,903
3,125000E-4	0,903
3,125000E-4	0,908
3,125000E-4	0,903
3,125000E-4	0,903
3,125000E-4	0,903
3,750000E-4	0,903
3,750000E-4	0,903
3,750000E-4	0,903
3,750000E-4	0,903
3,750000E-4	0,903
3,750000E-4	0,903
4,375000E-4	0,898
4,375000E-4	0,898
4,375000E-4	0,903
4,375000E-4	0,903
4,375000E-4	0,903
4,375000E-4	0,903
4,375000E-4	0,898
4,375000E-4	0,898
5,000000E-4	0,898
5,000000E-4	0,903
5,000000E-4	0,903
5,000000E-4	0,903
5,000000E-4	0,903
5,000000E-4	0,903
5,625000E-4	0,898
5,625000E-4	0,903
5,625000E-4	0,898
5,625000E-4	0,903
5,625000E-4	0,898
5,625000E-4	0,903
5,625000E-4	0,903
6,250000E-4	0,903
6,250000E-4	0,903
6,250000E-4	0,903
6,250000E-4	0,908
6,250000E-4	0,903
6,250000E-4	0,913
6,250000E-4	0,908
6,250000E-4	0,908
6,250000E-4	0,908
6,875000E-4	0,913
6,875000E-4	0,908
6,875000E-4	0,908
6,875000E-4	0,908
6,875000E-4	0,913
6,875000E-4	0,908
7,500000E-4	0,908
7,500000E-4	0,908
7,500000E-4	0,913
7,500000E-4	0,908
7,500000E-4	0,913
7,500000E-4	0,908
7,500000E-4	0,913
7,500000E-4	0,913
8,125000E-4	0,913
8,125000E-4	0,913
8,125000E-4	0,913
8,125000E-4	0,913
8,125000E-4	0,917
8,125000E-4	0,917
8,125000E-4	0,913
8,750000E-4	0,913
8,750000E-4	0,913
8,750000E-4	0,908
8,750000E-4	0,913
8,750000E-4	0,908
8,750000E-4	0,913
9,375000E-4	0,908
9,375000E-4	0,903
9,375000E-4	0,908
9,375000E-4	0,903
9,375000E-4	0,903
9,375000E-4	0,903
9,375000E-4	0,908
0,001000	0,908
0,001000	0,908
0,001000	0,903
0,001000	0,903
0,001000	0,903
0,001000	0,908
0,001000	0,913
0,001062	0,908
0,001062	0,913
0,001062	0,913
0,001062	0,913
0,001062	0,913
0,001062	0,913
0,001062	0,917
0,001062	0,913
0,001125	0,908
0,001125	0,908
0,001125	0,903
0,001125	0,903
0,001125	0,903
0,001187	0,903
0,001187	0,903
0,001187	0,903
0,001187	0,903
0,001187	0,903
0,001187	0,908
0,001187	0,908
0,001187	0,908
0,001187	0,913
0,001250	0,917
0,001250	0,917
0,001250	0,917
0,001250	0,917
0,001250	0,922
0,001250	0,917
0,001250	0,922
0,001250	0,917
0,001312	0,922
0,001312	0,922
0,001312	0,922
0,001312	0,922
0,001312	0,917
0,001312	0,922
0,001312	0,922
0,001312	0,922
0,001375	0,922
0,001375	0,922
0,001375	0,922
0,001375	0,922
0,001375	0,922
0,001375	0,922
0,001375	0,922
0,001375	0,922
0,001437	0,922
0,001437	0,922
0,001437	0,922
0,001437	0,917
0,001437	0,922
0,001437	0,922
0,001437	0,922
0,001437	0,922
0,001500	0,922
0,001500	0,917
0,001500	0,922
0,001500	0,922
0,001500	0,922
0,001500	0,922
0,001500	0,922
0,001562	0,922
0,001562	0,917
0,001562	0,917
0,001562	0,913
0,001562	0,913
0,001562	0,913
0,001625	0,913
0,001625	0,908
0,001625	0,913
0,001625	0,908
0,001625	0,913
0,001625	0,908
0,001625	0,913
0,001687	0,913
0,001687	0,917
0,001687	0,917
0,001687	0,917
0,001687	0,922
0,001687	0,922
0,001687	0,922
0,001687	0,922
0,001687	0,922
0,001687	0,922
0,001750	0,922
0,001750	0,922
0,001750	0,927
0,001750	0,922
0,001750	0,927
0,001750	0,927
0,001750	0,932
0,001750	0,927
0,001750	0,932
0,001812	0,927
0,001812	0,932
0,001812	0,927
0,001812	0,932
0,001812	0,927
0,001812	0,932
0,001812	0,927
0,001812	0,927
0,001875	0,927
0,001875	0,927
0,001875	0,927
0,001875	0,932
0,001875	0,927
0,001875	0,932
0,001875	0,927
0,001875	0,932
0,001875	0,927
0,001937	0,932
0,001937	0,932
0,001937	0,932
0,001937	0,932
0,001937	0,932
0,001937	0,932
0,001937	0,932
0,001937	0,927
0,001937	0,932
0,002000	0,927
0,002000	0,932
0,002000	0,927
0,002000	0,922
0,002000	0,922
0,002000	0,922
0,002000	0,922
0,002063	0,922
0,002063	0,922
0,002063	0,917
0,002063	0,917
0,002063	0,917
0,002063	0,913
0,002125	0,913
0,002125	0,917
0,002125	0,917
0,002125	0,913
0,002125	0,917
0,002125	0,913
0,002125	0,908
0,002125	0,913
0,002188	0,917
0,002188	0,913
0,002188	0,913
0,002188	0,913
0,002188	0,908
0,002188	0,913
0,002188	0,908
0,002188	0,913
0,002188	0,913
0,002188	0,913
0,002250	0,913
0,002250	0,913
0,002250	0,913
0,002250	0,913
0,002250	0,913
0,002250	0,913
0,002250	0,913
0,002250	0,913
0,002250	0,913
0,002313	0,913
0,002313	0,913
0,002313	0,917
0,002313	0,917
0,002313	0,917
0,002313	0,917
0,002313	0,913
0,002313	0,917
0,002313	0,913
0,002375	0,917
0,002375	0,913
0,002375	0,917
0,002375	0,917
0,002375	0,917
0,002375	0,913
0,002375	0,913
0,002375	0,913
0,002438	0,913
0,002438	0,913
0,002438	0,913
0,002438	0,913
0,002438	0,908
0,002438	0,908
0,002438	0,908
0,002438	0,908
0,002438	0,908
0,002500	0,908
0,002500	0,908
0,002500	0,903
0,002500	0,903
0,002500	0,908
0,002500	0,908
0,002500	0,908
0,002500	0,908
0,002500	0,903
0,002500	0,908
0,002563	0,903
0,002563	0,903
0,002563	0,908
0,002563	0,908
0,002563	0,913
0,002563	0,908
0,002563	0,903
0,002563	0,908
0,002563	0,908
0,002563	0,908
0,002625	0,908
0,002625	0,908
0,002625	0,903
0,002625	0,903
0,002625	0,903
0,002625	0,903
0,002625	0,903
0,002625	0,903
0,002625	0,898
0,002687	0,903
0,002687	0,903
0,002687	0,903
0,002687	0,903
0,002687	0,908
0,002687	0,903
0,002687	0,908
0,002687	0,908
0,002687	0,903
0,002687	0,903
0,002687	0,908
0,002687	0,903
0,002687	0,908
0,002750	0,903
0,002750	0,903
0,002750	0,903
0,002750	0,903
0,002750	0,903
0,002750	0,903
0,002750	0,903
0,002750	0,903
0,002750	0,903
0,002750	0,908
0,002750	0,903
0,002813	0,908
0,002813	0,913
0,002813	0,908
0,002813	0,913
0,002813	0,908
0,002813	0,908
0,002813	0,908
0,002813	0,908
0,002813	0,908
0,002813	0,913
0,002813	0,908
0,002875	0,913
0,002875	0,908
0,002875	0,913
0,002875	0,908
0,002875	0,913
0,002875	0,913
0,002875	0,913
0,002875	0,913
0,002875	0,913
0,002875	0,917
0,002875	0,917
0,002875	0,917
0,002875	0,917
0,002875	0,917
0,002875	0,922
0,002937	0,922
0,002937	0,922
0,002937	0,922
0,002937	0,917
0,002937	0,922
0,002937	0,922
0,002937	0,922
0,002937	0,922
0,002937	0,932
0,002937	0,927
0,002937	0,927
0,002937	0,922
0,002937	0,922
0,002937	0,922
0,003000	0,922
0,003000	0,922
0,003000	0,922
0,003000	0,922
0,003000	0,922
0,003000	0,922
0,003000	0,922
0,003000	0,922
0,003000	0,932
0,003000	0,922
0,003000	0,927
0,003000	0,922
0,003000	0,932
0,003063	0,927
0,003063	0,927
0,003063	0,922
0,003063	0,927
0,003063	0,927
0,003063	0,932
0,003063	0,927
0,003063	0,932
0,003063	0,927
0,003063	0,932
0,003063	0,932
0,003063	0,932
0,003063	0,932
0,003063	0,932
0,003063	0,932
0,003063	0,932
0,003125	0,932
0,003125	0,932
0,003125	0,932
0,003125	0,932
0,003125	0,932
0,003125	0,932
0,003125	0,932
0,003125	0,937
0,003125	0,932
0,003125	0,932
0,003125	0,932
0,003125	0,932
0,003125	0,927
0,003125	0,932
0,003125	0,932
0,003188	0,932
0,003188	0,927
0,003188	0,932
0,003188	0,922
0,003188	0,927
0,003188	0,927
0,003188	0,927
0,003188	0,927
0,003188	0,922
0,003188	0,922
0,003188	0,922
0,003188	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003250	0,922
0,003313	0,922
0,003313	0,922
0,003313	0,922
0,003313	0,922
0,003313	0,922
0,003313	0,922
0,003313	0,922
0,003313	0,922
0,003313	0,922
0,003313	0,927
0,003313	0,922
0,003313	0,927
0,003313	0,927
0,003313	0,922
0,003375	0,922
0,003375	0,922
0,003375	0,922
0,003375	0,922
0,003375	0,922
0,003375	0,922
0,003375	0,922
0,003375	0,922
0,003375	0,922
0,003375	0,922
0,003375	0,922
0,003375	0,927
0,003375	0,922
0,003375	0,922
0,003375	0,922
0,003438	0,922
0,003438	0,922
0,003438	0,922
0,003438	0,927
0,003438	0,932
0,003438	0,922
0,003438	0,927
0,003438	0,922
0,003438	0,922
0,003438	0,922
0,003438	0,922
0,003438	0,922
0,003438	0,922
0,003438	0,922
0,003500	0,922
0,003500	0,927
0,003500	0,927
0,003500	0,922
0,003500	0,932
0,003500	0,927
0,003500	0,932
0,003500	0,927
0,003500	0,927
0,003500	0,927
0,003500	0,932
0,003500	0,927
0,003500	0,932
0,003500	0,927
0,003500	0,932
0,003500	0,927
0,003500	0,932
0,003500	0,927
0,003563	0,932
0,003563	0,927
0,003563	0,932
0,003563	0,922
0,003563	0,927
0,003563	0,927
0,003563	0,932
0,003563	0,927
0,003563	0,932
0,003563	0,927
